0.899384;1.666
1.16832;1.17567
1.61164;1.13939
2.30905;1.35703
3.39166;1.75015
5.04655;2.34207
7.46957;3.22171
10.6304;4.53074
13.6913;6.44172
14.7266;9.03328
12.5228;11.8061
8.44491;12.5222
4.58753;7.31387
1.85487;-0.4653
0.182334;-0.708591
-0.79446;-1.70658
-1.41644;-1.43287
-1.92853;-0.255318
-2.50014;-1.90889
-3.26386;-3.27436
-4.3443;-3.87751
-5.86053;-4.3742
-7.86838;-5.12357
-10.1864;-6.26644
-12.1385;-7.82142
-12.6515;-9.55843
-11.1995;-10.5778
-8.5064;-8.87237
-5.76087;-3.2435
-3.65375;1.16574
-2.29961;-0.235713
-1.54639;-4.27397
-1.2037;-7.38581
-1.13201;-5.56471
-1.2577;-3.00863
-1.56463;-1.85235
-2.08601;-1.60069
-2.90311;-1.78692
-4.14744;-2.23642
-5.98592;-2.93681
-8.52423;-3.9629
-11.4963;-5.43459
-13.7789;-7.44032
-13.715;-9.76951
-11.011;-11.1255
-7.26647;-8.11432
-4.03672;0.147814
-1.83168;2.00658
-0.505253;-2.13118
0.257062;-6.84317
0.726971;-7.85103
1.0939;-2.41331
1.48722;0.749854
2.0101;1.85727
2.76936;2.31191
3.89692;2.70361
5.55134;3.27487
7.85523;4.16552
10.6643;5.50159
13.134;7.39355
13.7338;9.79
11.7245;12.0048
8.25526;11.9142
4.9494;6.96352
2.5572;0.773648
1.07282;-0.19272
0.223718;-0.448045
-0.261249;0.638586
-0.577814;1.52198
-0.854357;0.300804
-1.18093;-0.828812
-1.63777;-1.33125
-2.31964;-1.60074
-3.35644;-1.91911
-4.92334;-2.42658
-7.20341;-3.22736
-10.19;-4.44278
-13.1854;-6.20674
-14.4725;-8.53578
-12.7343;-10.8163
-8.96888;-10.5374
-5.17696;-3.7106
-2.38879;2.90139
-0.6472;-0.863913
0.36747;-4.68696
0.984927;-9.20225
1.44854;-4.47955
1.92525;0.554362
2.54184;2.42676
3.41814;3.10677
4.68564;3.58531
6.47172;4.23621
8.79661;5.2362
11.3097;6.69889
13.012;8.6566
12.7149;10.8461
10.3731;12.1978
7.23604;10.5386
4.49455;5.13202
2.58554;0.971583
1.43435;0.514138
0.812288;0.837713
0.513816;2.31377
0.402309;2.4841
0.402972;1.43003
0.485004;0.704942
0.648304;0.49363
0.918195;0.543016
1.34822;0.708221
2.0308;0.957639
3.11493;1.31914
4.8214;1.85878
7.40705;2.68337
10.9096;3.95323
14.4082;5.88047
15.5395;8.62305
12.8335;11.7663
8.11835;12.8275
3.87281;6.80049
0.981687;-1.97101
-0.745561;-0.2804
-1.7608;-2.857
-2.44965;-3.30175
-3.07845;-2.12115
-3.82597;-4.21356
-4.82054;-5.48164
-6.15029;-5.94228
-7.82253;-6.44299
-9.65195;-7.27788
-11.1349;-8.43228
-11.5665;-9.61975
-10.5931;-10.0739
-8.62681;-8.49562
-6.46779;-4.42597
-4.69496;-0.840029
-3.50112;-1.02924
-2.84434;-3.948
-2.61581;-6.58407
-2.7289;-6.35849
-3.14841;-4.9917
-3.89165;-4.23861
-5.0153;-4.22107
-6.57866;-4.72494
-8.54833;-5.638
-10.6122;-6.92302
-12.0268;-8.48754
-11.9393;-9.93027
-10.2321;-10.1291
-7.72681;-7.32754
-5.37039;-1.98819
-3.63177;0.575987
-2.55295;-1.45502
-1.99941;-5.35759
-1.82501;-7.04245
-1.93481;-5.26147
-2.29611;-3.52999
-2.93368;-2.87174
-3.92294;-2.92425
-5.37512;-3.40781
-7.38151;-4.2414
-9.84467;-5.4536
-12.1621;-7.08972
-13.1396;-9.03791
-11.919;-10.5975
-9.09177;-9.77737
-6.03464;-4.32741
-3.63353;1.42648
-2.06657;0.441686
-1.16559;-3.52621
-0.702329;-7.5939
-0.500435;-5.88716
-0.452534;-2.5605
-0.506207;-0.972363
-0.64778;-0.49057
-0.893068;-0.454083
-1.28666;-0.593561
-1.90952;-0.831196
-2.89413;-1.17496
-4.4402;-1.67945
-6.79566;-2.43918
-10.0725;-3.59599
-13.6406;-5.33646
-15.4504;-7.79943
-13.5924;-10.6027
-9.19348;-11.2956
-4.80564;-4.37135
-1.65818;3.38972
0.268376;-2.74718
1.39311;-5.64161
2.1162;-10.5426
2.72393;-3.68389
3.40944;2.83716
4.31239;4.85782
5.54024;5.54431
7.14704;6.13104
9.04064;7.00215
10.8257;8.26029
11.7745;9.81511
11.2721;11.243
9.46692;11.5648
7.16735;9.5879
5.12539;5.78468
3.6684;3.08147
2.80111;2.59456
2.408;3.32079
2.3772;4.42702
2.64669;4.66244
3.21195;4.26524
4.11931;4.06966
5.44745;4.3363
7.25428;5.04048
9.43882;6.16467
11.505;7.71914
12.4992;9.61751
11.6677;11.3918
9.3461;11.7926
6.63261;9.17393
4.37583;4.39255
2.84323;1.69363
1.95255;1.49822
1.52736;2.36092
1.42093;3.58199
1.54969;3.46765
1.89155;2.73147
2.47852;2.37062
3.3931;2.48387
4.76331;2.94725
6.72836;3.72616
9.29939;4.88207
12.0152;6.52264
13.6258;8.69733
12.8361;11.0977
9.92862;12.3829
6.48298;9.87965
3.68435;3.43556
1.82706;-0.0353259
0.731787;-0.0816765
