12.4642;-0.629912
14.5001;-0.632115
13.6272;-0.633279
10.1577;-0.633307
6.13788;-0.632059
2.98243;-0.629236
0.945342;-0.624302
-0.253404;-0.616282
-0.967932;-0.60239
-1.47385;-0.564615
-1.9609;-0.573077
-2.56739;-0.659902
-3.4158;-0.640719
-4.63403;-0.645146
-6.34411;-0.679495
-8.57171;-0.659826
-11.0107;-0.627432
-12.7572;-0.675824
-12.6649;-0.664175
-10.5626;-0.663516
-7.55817;-0.674336
-4.83717;-0.657695
-2.89724;-0.658815
-1.71108;-0.616878
-1.07144;-0.633204
-0.779952;-0.629058
-0.70324;-0.57634
-0.771825;-0.48212
-0.965764;-0.582007
-1.30444;-0.660608
-1.84522;-1.035
-2.69077;-0.555543
-4.00016;-0.749824
-5.98169;-0.636209
-8.78797;-0.55191
-12.1273;-0.62662
-14.6088;-0.685293
-14.2124;-0.659499
-10.8389;-0.660765
-6.59379;-0.672131
-3.15867;-0.564582
-0.913555;-0.575841
0.413782;-0.462725
1.20589;-0.484415
1.76689;-0.598168
2.30678;-0.612986
2.97625;-0.616882
3.90278;-0.619781
5.20758;-0.622557
6.9801;-0.625314
9.16366;-0.627905
11.3251;-0.630107
12.5333;-0.631711
11.9275;-0.632562
9.69828;-0.632561
6.93437;-0.631629
4.56778;-0.629706
2.93029;-0.626796
1.96046;-0.623092
1.47851;-0.619066
1.32682;-0.615481
1.41053;-0.613197
1.6971;-0.612724
2.2081;-0.613958
3.01531;-0.616422
4.23929;-0.619599
6.03092;-0.623051
8.4758;-0.626398
11.3069;-0.629308
13.4786;-0.631515
13.4722;-0.632832
10.9814;-0.633147
7.43971;-0.632358
4.32121;-0.6303
2.15889;-0.626733
0.849426;-0.621401
0.107539;-0.614023
-0.321578;-0.604019
-0.615257;-0.589637
-0.889488;-0.561924
-1.22854;-0.148656
-1.71226;-0.620609
-2.43946;-0.367467
-3.54758;-0.432636
-5.21944;0.448051
-7.6309;-0.686436
-10.7103;-0.703228
-13.5915;-0.674254
-14.4458;-0.663378
-12.2394;-0.659898
-8.31684;-0.66532
-4.62651;-0.0740756
-2.00698;-0.64234
-0.400093;-0.625868
0.534926;1.39541
1.11914;-0.696404
1.58364;-0.604377
2.08793;-0.611926
2.75721;-0.615698
3.71364;-0.61881
5.08957;-0.621905
6.99733;-0.624978
9.39464;-0.627833
11.7931;-0.630222
13.0815;-0.631929
12.2513;-0.632802
9.62934;-0.632739
6.5486;-0.631649
4.0192;-0.629421
2.32185;-0.625982
1.32644;-0.621415
0.806346;-0.616066
0.575611;-0.610623
0.517451;-0.606107
0.573466;-0.603454
0.727508;-0.60297
0.995856;-0.604346
1.42616;-0.607088
2.10503;-0.610773
3.17264;-0.615055
4.8344;-0.619584
7.3241;-0.623978
10.6681;-0.627856
14.0254;-0.63089
15.2419;-0.632861
12.8608;-0.633654
8.42472;-0.633168
4.29132;-0.63116
1.41217;-0.627046
-0.32994;-0.619563
-1.35118;-0.604889
-2.0247;-0.544789
-2.61379;-0.652819
-3.29844;-0.761424
-4.21419;-0.614343
-5.47164;-0.700651
-7.13275;-0.602737
-9.11003;-0.791396
-10.9897;-0.779427
-11.9863;-0.688218
-11.4308;-0.666774
-9.49759;-0.668452
-7.07198;-0.696912
-4.94842;-0.863471
-3.4505;-0.669953
-2.56291;-0.595215
-2.15252;-0.63973
-2.09598;-0.61971
-2.32414;-0.659479
-2.82788;-0.793827
-3.65216;-0.707608
-4.88386;-0.80186
-6.61494;-0.727573
-8.83065;-0.646281
-11.1663;-0.573926
-12.6933;-0.670866
-12.3732;-0.664105
-10.1978;-0.664405
-7.28289;-0.678607
-4.70794;-0.677908
-2.89558;-0.673006
-1.80077;-0.621234
-1.22649;-0.680343
-0.991087;-0.577682
-0.977091;-0.487484
-1.13016;-0.49205
-1.44747;-0.597214
-1.97098;-0.733665
-2.78901;-0.679675
-4.04185;-0.650447
-5.91091;-0.63981
-8.5238;-0.569879
-11.6266;-0.639084
-14.0374;-0.683341
-13.9605;-0.660635
-11.0839;-0.660872
-7.15273;-0.670377
-3.80924;-0.693186
-1.55232;-0.729983
-0.200879;-0.637116
0.585689;-0.659086
1.09501;-0.591647
1.52776;-0.606097
2.02453;-0.611685
2.70214;-0.615307
3.68244;-0.618523
5.10351;-0.621755
7.08572;-0.624954
9.5833;-0.627902
12.0611;-0.630344
13.3114;-0.632063
12.2972;-0.632908
9.46991;-0.632783
6.27346;-0.631585
3.71457;-0.62918
2.02619;-0.625451
1.04215;-0.620418
0.51778;-0.614314
0.258563;-0.607675
0.140779;-0.601404
0.0956057;-0.596474
0.088937;-0.593367
0.106732;-0.591939
0.146736;-0.591765
0.215063;-0.592509
0.326363;-0.594037
0.507168;-0.596374
0.803094;-0.599612
1.29171;-0.603796
2.10379;-0.608824
3.45383;-0.614392
5.6625;-0.620025
9.06631;-0.625184
13.4499;-0.629397
16.73;-0.632349
15.6065;-0.633901
10.4938;-0.633994
4.97246;-0.632405
0.999301;-0.628296
-1.38605;-0.618986
-2.73366;-0.58868
-3.55899;-0.699474
-4.21416;-0.662654
-4.91252;-6.50055
-5.77143;-0.597797
-6.83043;-0.688571
-8.03388;-0.577114
-9.19205;-0.645271
-9.98158;-0.820728
-10.0771;-0.729894
-9.38702;-0.678392
-8.15517;-0.706479
-6.79031;-0.61033
-5.62506;-0.79011
-4.82118;-0.647943
-4.40974;-0.733877
-4.36515;-0.637306
-4.65636;-0.660731
-5.26585;-0.595377
-6.18095;-0.653356
-7.35823;-0.650783
-8.66115;-0.697586
-9.80029;-0.542432
-10.3715;-0.691499
-10.0791;-0.678695
